timestamp,pid,name,cpu_percent,memory_percent
2026-07-18T17:10:01.795231,4492,MemCompression,0.0,4.63
2026-07-18T17:10:01.795231,17680,chrome.exe,0.0,3.23
2026-07-18T17:10:01.795231,69528,Code.exe,0.0,3.08
2026-07-18T17:10:01.795231,17096,Code.exe,0.0,2.56
2026-07-18T17:10:01.795231,48812,chrome.exe,0.0,2.3
2026-07-18T17:10:01.674315,4492,MemCompression,0.0,4.63
2026-07-18T17:10:01.674315,17680,chrome.exe,0.0,3.23
2026-07-18T17:10:01.674315,69528,Code.exe,0.0,3.08
2026-07-18T17:10:01.674315,17096,Code.exe,0.0,2.56
2026-07-18T17:10:01.674315,48812,chrome.exe,0.0,2.3
2026-07-18T17:10:05.950224,0,System Idle Process,1576.4,0.0
2026-07-18T17:10:05.950224,4,System,49.3,0.0
2026-07-18T17:10:05.950224,4696,python.exe,43.7,1.32
2026-07-18T17:10:05.950224,82864,Code.exe,17.2,2.01
2026-07-18T17:10:05.950224,24500,QHActiveDefense.exe,16.2,1.04
2026-07-18T17:10:05.826560,0,System Idle Process,1576.4,0.0
2026-07-18T17:10:05.826560,4,System,49.3,0.0
2026-07-18T17:10:05.826560,4696,python.exe,43.7,1.32
2026-07-18T17:10:05.826560,82864,Code.exe,17.2,2.01
2026-07-18T17:10:05.826560,24500,QHActiveDefense.exe,16.2,1.04
2026-07-18T17:10:09.959686,0,System Idle Process,1638.0,0.0
2026-07-18T17:10:09.959686,4696,python.exe,44.7,1.32
2026-07-18T17:10:09.959686,4,System,26.9,0.0
2026-07-18T17:10:09.959686,24500,QHActiveDefense.exe,20.9,1.04
2026-07-18T17:10:09.959686,82864,Code.exe,15.3,1.95
2026-07-18T17:10:09.840691,0,System Idle Process,1638.0,0.0
2026-07-18T17:10:09.840691,4696,python.exe,44.7,1.32
2026-07-18T17:10:09.840691,4,System,26.9,0.0
2026-07-18T17:10:09.840691,24500,QHActiveDefense.exe,20.9,1.04
2026-07-18T17:10:09.840691,82864,Code.exe,15.3,1.95
2026-07-18T17:10:14.072143,0,System Idle Process,1620.7,0.0
2026-07-18T17:10:14.072143,4696,python.exe,43.0,1.32
2026-07-18T17:10:14.072143,4,System,30.8,0.0
2026-07-18T17:10:14.072143,24500,QHActiveDefense.exe,22.3,1.05
2026-07-18T17:10:14.072143,82864,Code.exe,10.1,1.93
2026-07-18T17:10:13.930109,0,System Idle Process,1620.7,0.0
2026-07-18T17:10:13.930109,4696,python.exe,43.0,1.32
2026-07-18T17:10:13.930109,4,System,30.8,0.0
2026-07-18T17:10:13.930109,24500,QHActiveDefense.exe,22.3,1.05
2026-07-18T17:10:13.930109,82864,Code.exe,10.1,1.93
2026-07-18T17:10:18.197195,0,System Idle Process,1611.7,0.0
2026-07-18T17:10:18.197195,4696,python.exe,45.4,1.32
2026-07-18T17:10:18.197195,4,System,31.8,0.0
2026-07-18T17:10:18.197195,82864,Code.exe,17.6,1.88
2026-07-18T17:10:18.197195,24500,QHActiveDefense.exe,10.7,1.05
2026-07-18T17:10:18.075706,0,System Idle Process,1611.7,0.0
2026-07-18T17:10:18.075706,4696,python.exe,45.4,1.32
2026-07-18T17:10:18.075706,4,System,31.8,0.0
2026-07-18T17:10:18.075706,82864,Code.exe,17.6,1.88
2026-07-18T17:10:18.075706,24500,QHActiveDefense.exe,10.7,1.05
2026-07-18T17:10:22.103003,0,System Idle Process,1626.5,0.0
2026-07-18T17:10:22.103003,4696,python.exe,41.6,1.32
2026-07-18T17:10:22.103003,4,System,42.0,0.0
2026-07-18T17:10:22.103003,24500,QHActiveDefense.exe,22.2,1.05
2026-07-18T17:10:22.103003,82864,Code.exe,14.8,1.95
2026-07-18T17:10:21.979364,0,System Idle Process,1626.5,0.0
2026-07-18T17:10:21.979364,4696,python.exe,41.6,1.32
2026-07-18T17:10:21.979364,4,System,42.0,0.0
2026-07-18T17:10:21.979364,24500,QHActiveDefense.exe,22.2,1.05
2026-07-18T17:10:21.979364,82864,Code.exe,14.8,1.95
2026-07-18T17:17:23.445488,4492,MemCompression,0.0,4.76
2026-07-18T17:17:23.445488,69528,Code.exe,0.0,3.36
2026-07-18T17:17:23.445488,17096,Code.exe,0.0,2.79
2026-07-18T17:17:23.445488,91168,chrome.exe,0.0,2.76
2026-07-18T17:17:23.445488,17680,chrome.exe,0.0,2.67
2026-07-18T17:17:23.322329,4492,MemCompression,0.0,4.76
2026-07-18T17:17:23.322329,69528,Code.exe,0.0,3.36
2026-07-18T17:17:23.322329,17096,Code.exe,0.0,2.79
2026-07-18T17:17:23.322329,91168,chrome.exe,0.0,2.76
2026-07-18T17:17:23.322329,17680,chrome.exe,0.0,2.67
2026-07-18T17:17:27.552230,0,System Idle Process,1649.9,0.0
2026-07-18T17:17:27.552230,90400,python.exe,41.5,1.34
2026-07-18T17:17:27.552230,4,System,28.9,0.0
2026-07-18T17:17:27.552230,24500,QHActiveDefense.exe,14.0,1.03
2026-07-18T17:17:27.552230,82864,Code.exe,12.5,2.05
2026-07-18T17:17:27.432816,0,System Idle Process,1649.9,0.0
2026-07-18T17:17:27.432816,90400,python.exe,41.5,1.34
2026-07-18T17:17:27.432816,4,System,28.9,0.0
2026-07-18T17:17:27.432816,24500,QHActiveDefense.exe,14.0,1.03
2026-07-18T17:17:27.432816,82864,Code.exe,12.5,2.05
2026-07-18T17:17:31.833996,0,System Idle Process,1628.9,0.0
2026-07-18T17:17:31.833996,90400,python.exe,43.0,1.34
2026-07-18T17:17:31.833996,4,System,38.3,0.0
2026-07-18T17:17:31.833996,24500,QHActiveDefense.exe,20.4,1.03
2026-07-18T17:17:31.833996,82864,Code.exe,8.7,2.07
2026-07-18T17:17:31.723828,0,System Idle Process,1628.9,0.0
2026-07-18T17:17:31.723828,90400,python.exe,43.0,1.34
2026-07-18T17:17:31.723828,4,System,38.3,0.0
