timestamp,cpu_percent,memory_percent,disk_percent,network_sent_mb,network_received_mb
2026-07-18T17:10:01.674315,17.6,84.6,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:10:01.674315,,,,,,,
2026-07-18T17:10:05.826560,10.1,84.8,94.6,214801.06,681845.56,567.48,1934.81
2026-07-18T17:10:05.826560,,,,,,,
2026-07-18T17:10:09.840691,11.0,84.8,94.6,0.0,439695.14,386.3,2872.23
2026-07-18T17:10:09.840691,,,,,,,
2026-07-18T17:10:13.930109,5.1,85.0,94.6,176023.36,795281.75,4417.52,3493.43
2026-07-18T17:10:13.930109,,,,,,,
2026-07-18T17:10:18.075706,2.7,85.0,94.6,145966.55,525280.97,3628.61,2385.21
2026-07-18T17:10:18.075706,,,,,,,
2026-07-18T17:10:21.979364,4.1,85.1,94.6,24217.99,291668.89,5814.91,1959.64
2026-07-18T17:10:21.979364,,,,,,,
2026-07-18T17:17:23.322329,27.7,85.9,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:17:23.322329,27.7,85.9,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:17:27.432816,8.7,85.9,94.6,916243.31,579020.92,88.08,72.02
2026-07-18T17:17:27.432816,8.7,85.9,94.6,916243.31,579020.92,88.08,72.02
2026-07-18T17:17:31.723828,5.5,85.8,94.6,1701503.37,293592.74,126.37,118.92
2026-07-18T17:17:31.723828,5.5,85.8,94.6,1701503.37,293592.74,126.37,118.92
2026-07-18T17:17:35.662396,6.2,85.8,94.6,33292.35,113402.08,128.78,107.95
2026-07-18T17:17:35.662396,6.2,85.8,94.6,33292.35,113402.08,128.78,107.95
2026-07-18T17:23:31.110331,8.7,87.2,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:23:31.110331,8.7,87.2,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:23:35.220728,1.8,87.1,94.6,307025.55,522342.18,487.47,488.68
2026-07-18T17:23:35.220728,1.8,87.1,94.6,307025.55,522342.18,487.47,488.68
2026-07-18T17:23:39.368752,10.9,87.2,94.6,117706.83,570729.78,2075.34,4883.6
2026-07-18T17:23:39.368752,10.9,87.2,94.6,117706.83,570729.78,2075.34,4883.6
2026-07-18T17:23:43.397854,2.1,87.2,94.6,30483.75,265208.63,183.83,159.02
2026-07-18T17:23:43.397854,2.1,87.2,94.6,30483.75,265208.63,183.83,159.02
2026-07-18T17:23:47.684718,9.6,87.2,94.6,66975.01,443948.61,246.9,189.68
2026-07-18T17:23:47.684718,9.6,87.2,94.6,66975.01,443948.61,246.9,189.68
